domain,ats,confidence,url,explanation
mlogica.com,UNKNOWN,low,https://www.mlogica.com/about-us/search-careers,"After comprehensive search, mLogica appears to have very limited public job postings. Their careers page exists but shows no active job listings or clear application process. No evidence found of standard ATS platforms (Greenhouse, Workday, etc.). Multiple job boards show ""No Jobs at mLogica"" status. Company may handle recruitment internally or through direct contact rather than using a formal ATS system."
mtsg.com,Monster Strategic Talent Solutions (MSTS),high,https://jobs.mtsg.com/,"MTSG (Micro Tech Staffing Group) uses Monster Strategic Talent Solutions (MSTS) as their ATS. The analysis found clear evidence including MSTS branding in the footer, scripts loaded from static.cloudfront.msts.network, and job search functionality hosted on jobs.mtsg.com which is associated with MSTS infrastructure."
obxtek.com,iCIMS,high,https://careers-obxtek.icims.com/jobs/intro,Clear identification from URL pattern 'careers-obxtek.icims.com' and confirmed through ATS detection tool with HTML pattern match. iCIMS is definitively the ATS system used by OBXtek for their job applications.
heartlandhumancareservices.org,ADP Workforce Now,high,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=8b223c9e-2c8e-4ba0-9d02-1e7529d1a3c9&ccId=19000101_000001&lang=en_US,Found direct ADP Workforce Now recruitment URL on their careers page. The URL structure 'workforcenow.adp.com' is a clear indicator of ADP Workforce Now ATS system.
dnagenotek.com,Lever,high,https://jobs.lever.co/dnagenotek,"DNA Genotek's official careers page at dnagenotek.com/us/company/careers contains a direct link to 'https://jobs.lever.co/dnagenotek' with the text 'Click here to start your job search'. The URL structure jobs.lever.co clearly indicates they use Lever as their ATS platform. While they may not have active job postings currently, the Lever infrastructure is established for their hiring process."
essvote.com,Paylocity,high,https://recruiting.paylocity.com/recruiting/jobs/All/9e5dfb87-edb1-4c67-b79a-b0468de29488/Election-Systems-Software-LLC,"ES&S clearly uses Paylocity as their ATS. The careers page at essvote.com/careers/ directly links to recruiting.paylocity.com, and multiple job postings are hosted on the Paylocity platform. The URL structure and domain definitively indicate Paylocity as the recruitment system."
dustyrobotics.com,Greenhouse,high,https://boards.greenhouse.io/dustyrobotics/jobs/4698559003?gh_jid=4698559003,"Found clear evidence of Greenhouse ATS usage through job application URL structure. The careers page at dustyrobotics.com/careers contains a job posting that links directly to boards.greenhouse.io/dustyrobotics, which is the standard URL pattern for Greenhouse ATS implementations."
zynex.com,Paycom,high,https://www.zynex.com/careers/,"Zynex Medical explicitly mentions Paycom in their recruitment process documentation. Their careers page states that ""a recruiting coordinator will email you via Paycom, Indeed, or directly from [email protected] regarding next steps within 48-72 hours."" This clear reference to Paycom as part of their recruitment workflow indicates they use Paycom as their ATS system for managing applications and candidate communications."
bpbcpa.com,Workday,high,https://bpbcpa.wd5.myworkdayjobs.com/BPB,"Clear identification through URL pattern - the job application portal uses the distinctive Workday URL format ""bpbcpa.wd5.myworkdayjobs.com/BPB"" which is the standard pattern for Workday ATS implementations."
cloudchamberstudios.com,Greenhouse,high,https://job-boards.greenhouse.io/cloudchamberen,Cloud Chamber Studios uses Greenhouse as their ATS. This was clearly identified from their careers page URL 'job-boards.greenhouse.io/cloudchamberen' found in search results. The greenhouse.io domain is a definitive indicator of Greenhouse ATS usage.
klbgroup.com,Trakstar,high,https://klbgroup1.hire.trakstar.com/,"KLB Group uses Trakstar Hire as their ATS system. This was clearly identified from their careers portal URL (klbgroup1.hire.trakstar.com) and confirmed by the ""powered by Trakstar Hire"" branding on their job application page. The page shows active job postings and standard Trakstar functionality including LinkedIn profile import and email job alerts."
heartland.bank,Cornerstone OnDemand,high,https://germanamerican.csod.com/ux/ats/careersite/5/home/requisition/1817,"Heartland Bank is now a division of German American Bank (merged in early 2025). German American Bank uses Cornerstone OnDemand (CSOD) as their ATS, evidenced by job application URLs hosted on germanamerican.csod.com domain. Heartland Bank job applications would go through this same system."
proton.me,Greenhouse,high,https://job-boards.eu.greenhouse.io/proton,"Clear evidence found from web search results showing Proton's official job board hosted at job-boards.eu.greenhouse.io/proton, which definitively indicates they use Greenhouse as their ATS system."
lerchbates.com,Paycom,high,https://www.paycomonline.net/v4/ats/web.php/jobs?clientkey=5B0BAFE672DD5C39E044760766BAAC49,"Clear identification from official careers page. Job application links directly point to paycomonline.net with ATS URL structure, indicating Paycom as their applicant tracking system."
getbuilt.com,Greenhouse,high,https://job-boards.greenhouse.io/getbuilt,Clear evidence from search results showing getbuilt.com uses Greenhouse ATS. The URL 'job-boards.greenhouse.io/getbuilt' definitively indicates Greenhouse is their applicant tracking system for job applications.
pathgroup.com,ADP,high,https://myjobs.adp.com/pathgroup?__tx_annotation=false&c=1167551&d=PathGroupCareerSite&&sor=adprm,"PathGroup uses ADP as their ATS system. The official careers page at pathgroup.com/careers/ links directly to myjobs.adp.com/pathgroup. The ADP job portal contains multiple ADP-specific indicators including ADP script URLs, ADP components, and ""Powered by ADP"" branding in the footer."
habitat.org,IBM Kenexa BrassRing,high,https://jobs.brassring.com/TGWebHost/home.aspx?partnerid=26053&siteid=5396,Found clear evidence of IBM Kenexa BrassRing ATS through the returning candidates portal URL (jobs.brassring.com) on their main careers page. This URL is consistently referenced across their job postings for candidate login and application management.
liberty-bank.com,Dayforce HCM,high,https://us241.dayforcehcm.com/CandidatePortal/en-US/lbank,"Found clear ATS indication in the job application URL. The careers page links directly to a Dayforce HCM candidate portal (us241.dayforcehcm.com), which is Ceridian's comprehensive HR platform that includes ATS functionality."
pickettusa.com,Jazz,high,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=19f60eaf-98fb-417a-968b-76169b26daaf&ccId=9204036220548_2&lang=en_US,"Pickett and Associates uses Jazz ATS system via ADP Workforce Now platform. The company's main careers page links to an ADP Workforce Now recruitment portal, which was detected as using Jazz with high confidence through HTML pattern analysis. An old iCIMS URL (careers-pickettusa.icims.com) was found but is no longer active (404 error), indicating they migrated from iCIMS to Jazz/ADP."
astrion.us,iCIMS,high,https://careers.astrion.us/jobs/20982?lang=en-us,"Multiple sources confirm iCIMS usage: careers.astrion.us shows iCIMS system references, careers-oasis.icims.com subdomain clearly indicates iCIMS platform, and job postings confirmed to use iCIMS for applications"
wesdome.com,Jazz,high,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=c2ab7c00-951d-4a33-97e3-1e1960dfedf1&ccId=9200826555771_2&lang=en_CA,"Wesdome uses JazzHR (Jazz) as their primary ATS system, integrated with ADP Workforce Now for seamless hiring and onboarding. The ATS detector confirmed Jazz with high confidence from the recruitment portal HTML patterns, despite the ADP domain hosting the interface."
ttigroup.com,Workday,high,https://www.ttigroup.com/careers/career-opportunities/us?job_site=e945e55d9e460105d7c44c95bfbe0000,TTI Group (Techtronic Industries) uses Workday as their ATS system. This was confirmed through their job application URLs which contain 'data_source=wd' and 'job_id' parameters typical of Workday. The company's Leadership Development Program and career opportunities pages redirect to Workday-powered application portals for job applications.
kiva.org,Greenhouse,high,https://boards.greenhouse.io/embed/job_board?for=kivaorg,Found clear evidence of Greenhouse ATS usage through the official job board URL structure 'boards.greenhouse.io/embed/job_board?for=kivaorg' which is the standard Greenhouse format for company job boards.
batson-cook.com,Trakstar Hire,high,https://batsoncook.hire.trakstar.com/,"Found Batson-Cook Construction's job portal at batsoncook.hire.trakstar.com. The ATS detection tool confirmed this is Trakstar Hire with high confidence, evidenced by the 'powered by Trakstar Hire' badge in the page footer and the distinctive trakstar.com domain pattern."
pioneerhumanservices.org,Jobvite,high,https://jobs.jobvite.com/pioneerhumanservices,"Pioneer Human Services uses Jobvite as their ATS system. This was clearly identified from the careers page URL structure (jobs.jobvite.com/pioneerhumanservices) and confirmed by analyzing the page content which shows typical Jobvite platform features including job search filters, application processes, and site structure."
usattg.com,JobAdder,high,https://www.usattg.com/contact-us/,"TTG Talent Solutions (usattg.com) uses JobAdder as their ATS system. This was detected through the presence of JobAdder-specific scripts and CSS files ('yakadanda-jobadder-script-js' and 'yakadanda-jobadder.css') on their website. The company is a staffing and recruiting agency that provides talent acquisition services across multiple verticals including executive search, professional recruiting, and healthcare staffing."
bigid.com,Greenhouse,high,https://job-boards.greenhouse.io/bigid,Clear evidence from URL structure: job-boards.greenhouse.io/bigid and job IDs in format gh_jid=XXXXXXXX. Official careers page integrates with and redirects to Greenhouse job board.
divtech.com,JobDiva,high,https://www1.jobdiva.com/portal/?a=80jdnwlr7vx3jv9xa4ajpenbldwbqp0493u0hbwtgmremrmk7utew8x20ufbnorl&compid=-1#/,Clear evidence found on careers page with direct link to JobDiva portal. The URL structure (www1.jobdiva.com) and portal parameters confirm JobDiva as the ATS system used by DTI (Diversified Technology Inc.) for their job applications.
usac.org,iCIMS,high,https://careers.usac.org/careers-home/jobs,"USAC uses iCIMS as their ATS system. This was clearly identified from the careers portal which shows login URL: https://careers-usac.icims.com/jobs/login, indicating iCIMS integration. The careers portal at careers.usac.org redirects job applications through the iCIMS system."
rodeofx.com,SmartRecruiters,high,https://careers.smartrecruiters.com/rodeofx,Rodeo FX clearly uses SmartRecruiters as their ATS. Their official careers page is hosted at careers.smartrecruiters.com/rodeofx and individual job applications redirect to jobs.smartrecruiters.com/rodeofx/. The URL structure definitively identifies SmartRecruiters as the platform handling their recruitment process.
goarmy.com,USA Staffing,high,https://armycivilianservice.usajobs.gov/,"The U.S. Army uses USA Staffing, the official ATS platform operated by the U.S. Office of Personnel Management (OPM) for all federal government civilian hiring. Army civilian jobs are posted on USAJobs.gov and applications are processed through the USA Staffing system. This is confirmed by multiple official sources indicating that all Army civilian positions go through the federal hiring system."
shabanagroup.com,UNKNOWN,high,https://www.shabanagroup.com/career,"Shabana Group uses a direct email-based application system rather than a traditional ATS. Applications are submitted via email to careers@shabanagroup.com or through a custom form on their website. They also post jobs on third-party platforms like Wuzzuf.net and LinkedIn, but these don't indicate use of an integrated ATS system for their own hiring process."
alida.com,Applytojob,high,https://alida.applytojob.com/apply,Alida uses Applytojob ATS system. This was clearly identified through their job application portal URL (alida.applytojob.com/apply) and confirmed by HTML pattern analysis with high confidence.
docservices.com,Paylocity,high,https://recruiting.paylocity.com/recruiting/jobs/All/e4878719-8343-49e2-b88a-e434f3557389/DOC-Maintenance-Inc?source=campaign_docservices_website_2023,"Found clear evidence of Paylocity ATS usage from the careers page. The job application link directly points to recruiting.paylocity.com platform, indicating DOC Services uses Paylocity for their recruitment and application process."
rtmbusinessgroup.com,Workable,high,https://apply.workable.com/rtm-business-group/,"RTM Business Group clearly uses Workable as their ATS system. Their careers page at rtmbusinessgroup.com/careers-and-team has a ""Work With Us"" button that links directly to their Workable application portal at apply.workable.com/rtm-business-group/. This is a definitive indication that Workable is their chosen applicant tracking system."
halian.com,HubSpot,high,https://www.halian.com/jobs/submit-your-resume,Halian uses HubSpot for their job application process. Analysis of their resume submission page revealed HubSpot Forms integration with Portal ID 139816451 and Form ID 'd440cea1-f65b-4a20-8b4d-a5c4b7e4dac1' in the EU1 region. The main application method is through their centralized resume submission form rather than individual job posting applications.
thepixel.com,UNKNOWN,low,https://www.thepixel.com/careers,"The Pixel appears to use custom Webflow-based application forms on their careers page without integration to recognizable ATS platforms. While they also post jobs on LinkedIn (which uses LinkedIn's native application system), their primary careers page shows no clear signs of third-party ATS usage like Greenhouse, Workday, or other common systems. The application forms appear to be handled directly through their website infrastructure."
mccannny.com,SilkRoad OpenHire,high,https://mwrecruiting-openhire.silkroad.com/epostings/index.cfm?version=2&company_id=30094,"McCann New York uses SilkRoad OpenHire (now part of Cornerstone OnDemand) for job applications. Found through their dedicated career portals at mccanncareers.silkroad.com and mccannwgcareers.silkroad.com, both directing to the OpenHire application system. The ATS detection tool confirmed this with high confidence based on multiple SilkRoad references in the application page's HTML structure and URL patterns."
quantsystemsinc.com,SmartRecruiters,high,https://careers.smartrecruiters.com/QuantSystemsInc,Clear identification through URL structure - careers page hosted at careers.smartrecruiters.com/QuantSystemsInc with active job postings using SmartRecruiters platform. Job application links follow SmartRecruiters URL pattern (jobs.smartrecruiters.com/QuantSystemsInc/job-id).
hexagonagility.com,d.vinci,high,https://hexagonagility.dvinci-hr.com/de/jobs/91/apply,Found clear evidence of d.vinci ATS through the job portal URL structure (hexagonagility.dvinci-hr.com) and confirmed via page analysis. The system detected d.vinci with high confidence based on HTML meta tags and multiple references to dvinci in scripts and stylesheets.
skylinechili.com,Recruiting.com,high,https://skylinechili.recruiting.com/team-member/job/27845452,"Skyline Chili primarily uses Recruiting.com as their ATS platform. Their main careers portal at skylinechili.recruiting.com shows clear indicators including the domain structure, footer branding ""Career sites by recruiting.com"", and API calls to recruiting.com services. While they also have a Paylocity-powered careers page at chilicareers.com, the Recruiting.com platform appears to be their primary recruiting system with more job postings and prominent placement."
eqtgroup.com,Greenhouse,high,https://job-boards.eu.greenhouse.io/eqtpartners,"Clear evidence of Greenhouse ATS usage through multiple job posting URLs all hosted on job-boards.eu.greenhouse.io/eqtpartners domain. Found 8+ active job postings including internships, analyst roles, and technical positions all using the Greenhouse platform."
securecollateral.com,UNKNOWN,low,https://securecollateral.com,"After extensive search, no dedicated careers page or ATS system found on securecollateral.com. The company (Secure Collateral Management, 51-200 employees) appears to rely primarily on third-party job boards (Indeed, LinkedIn, ZipRecruiter) rather than a formal ATS for hiring. Their main website contains no visible career section or application process."
talent-shore.com,Zoho Recruit,high,https://talent-shore.zohorecruit.com/jobs/Careers/707589000016817253/180-Recruiter,"Clear identification through URL structure - job postings are hosted on talent-shore.zohorecruit.com subdomain, which is the standard pattern for Zoho Recruit ATS implementation. Multiple job listings found on this platform."
smbsc.com,UNKNOWN,medium,https://www.smbsc.com/careers/careers.html,"After extensive search, SMBSC appears to use traditional application methods (phone: 320-329-8305, email: careers@smbsc.com) rather than a modern ATS system. No evidence found of WorkDay, Greenhouse, or other ATS platforms. Website access was limited, preventing definitive confirmation."
boutiquesearchfirm.com,UNKNOWN,high,https://www.boutiquesearchfirm.com/,"The Boutique Search Firm is an executive search company specializing in hospitality recruitment. They do not have a traditional job application system or ATS. Instead, they operate as a recruiting firm that helps match candidates with client companies through direct contact (phone/email). No job postings or online application processes were found."
mikeshard.com,UltiPro,high,https://recruiting2.ultipro.com/MAR5000MAG/JobBoard/8febf0ae-8776-428e-b625-2faa005b7fc1/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,"Found careers link on mikeshard.com that redirects to recruiting2.ultipro.com domain, which is the clear signature of UltiPro (now UKG) ATS system. The URL pattern is definitive evidence of this platform."
crowdriff.com,Lever,high,https://jobs.lever.co/crowdriff,CrowdRiff uses Lever as their ATS system. This was clearly identified from the job application URL pattern 'jobs.lever.co/crowdriff' found in search results. The URL structure is a definitive indicator of Lever being used for job applications.
elliottdavis.com,Workday,high,https://elliottdavis.wd5.myworkdayjobs.com/ED,"Clear identification through job portal URL using Workday's distinctive myworkdayjobs.com domain structure. Elliott Davis hosts their career applications on elliottdavis.wd5.myworkdayjobs.com/ED, which is Workday's standard URL format for client job portals."
stout.com,WorkDay,high,https://stout.wd5.myworkdayjobs.com/Stout-Careers,"Found clear evidence from web search results showing Stout uses Workday ATS. The URL pattern 'stout.wd5.myworkdayjobs.com/Stout-Careers' is a definitive indicator of Workday's ATS platform, with the characteristic 'myworkdayjobs.com' domain and 'wd5' subdomain structure."
corelifeeatery.com,ModularSource Framework (MSF),high,https://careers.corelifeeatery.com/apply-now/,"CoreLife Eatery uses ModularSource Framework (MSF) for their job applications. The detection was confirmed through multiple MSF-specific identifiers including CSS classes (msf-form, msf-form-input), JavaScript files (msf-tools.js, msf-ajax.js), and CDN URLs (cb.modevcdn.com/msf/3-3-1/) found on their careers application page."
plume.com,Lever,high,https://jobs.lever.co/plume,"Found official Lever ATS job board at jobs.lever.co/plume through web search. This is clearly the ATS system used by Plume Design Inc. for their job applications, as evidenced by the URL pattern and confirmed by ATS detection tool with high confidence."
sctray.com,ADP Workforce Now,high,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=a6204b15-477f-48ea-a2e4-df09f28e9185&ccId=19000101_000001&type=MP&lang=en_US,"Clear identification through consistent URL patterns across careers page and job applications. All application links redirect to workforcenow.adp.com, which is ADP's dedicated recruitment platform."
loblawdigital.co,Workday,high,https://myview.wd3.myworkdayjobs.com/Loblaw-Digital_Careers_Carrieres,Clear detection based on job portal URL structure. The careers portal uses the standard Workday URL pattern 'myview.wd3.myworkdayjobs.com' which is the definitive indicator of Workday ATS. Multiple search results confirmed this is their official job application portal.
gogpac.com,BrassRing,high,https://jobs.gogpac.com/gpac/search/Apply/all/1/504107303/Tax%20Manager.html,"GPAC uses BrassRing ATS for their job applications. This was detected through analysis of their job application page at jobs.gogpac.com, which showed multiple BrassRing indicators including 'mpats' CSS classes, 'bravo-body' ID, and the characteristic URL structure /gpac/search/apply/. The company operates their careers portal at jobs.gogpac.com with internal job search functionality powered by BrassRing."
sheeatikagov.com,Paylocity,high,https://recruiting.paylocity.com/recruiting/jobs/All/e0b5d0a0-96be-46cf-bdbf-95bff43338be/Shee-Atika-Government-Services-Careers,Found Shee Atiká Government Services uses Paylocity ATS for their job applications. The careers portal is hosted at recruiting.paylocity.com with clear Paylocity branding and functionality. Detected through their main careers page with high confidence.
beautyindustrygroup.com,Paylocity,high,https://recruiting.paylocity.com/recruiting/jobs/All/a21d4cfb-2fd3-47a4-aff7-4e738d036847/Beauty-Industry-Group,"Clear identification from official careers page. The ""All Openings"" link directs to recruiting.paylocity.com subdomain, indicating Paylocity is used as their ATS for job applications."
mondo.com,HubSpot,high,https://mondo.com/career/account-manager/,"Mondo uses HubSpot forms for their job applications. The career pages show embedded HubSpot forms with scripts from js.hsforms.net and form submissions to forms.hsforms.com. While they also have a custom jobs portal for their staffing services, their internal hiring process uses HubSpot as their ATS."
emprous.com,UNKNOWN,high,https://emprous.com/candidates-contact-us/,"EMPRO uses a custom WordPress-based job application system with WP Job Manager plugin rather than a commercial ATS. Their application process includes custom forms that submit to generic form services (submit-form.com), PDF applications, and WordPress resume submission forms. No integration with known ATS platforms like Workday, Greenhouse, Lever, or others was detected."
sunnova.com,Lever,high,https://jobs.lever.co/sunnova/b5aba53d-bb77-4d87-b16d-80b00326a614,"Found multiple job postings on jobs.lever.co domain (9 positions) and job-boards.greenhouse.io (1 position). Lever appears to be the primary ATS with the majority of active job postings, though Sunnova also uses Greenhouse for some positions."
grifolsegyptplasma.com,Successfactors,high,https://jobsearch.grifols.com/,"Grifols Egypt for Plasma Derivatives is a subsidiary of Grifols. The parent company Grifols uses SuccessFactors as their ATS system, detected with high confidence from their main job search portal. As a subsidiary, grifolsegyptplasma.com would use the same HR infrastructure and ATS system for their job applications."
jcb.com,Salesforce Experience Cloud,high,https://jcb.guidantglobal.com/JCB/s/jcb-all-jobs,"JCB uses Salesforce Experience Cloud as their ATS system, particularly for temporary staffing through their partnership with Guidant Global. The detection tool confirmed this with high confidence based on Salesforce Aura framework and Lightning Web Components found in their job portal. While they have a custom careers site at careers.jcb.com, their active job applications are processed through the Salesforce-powered platform."
getdbt.com,Greenhouse,high,https://job-boards.greenhouse.io/dbtlabsinc/jobs/4489659005,"dbt Labs clearly uses Greenhouse as their ATS. All job postings are hosted on job-boards.greenhouse.io/dbtlabsinc, and the company's careers page directly links to Greenhouse-hosted job applications. Multiple job posting URLs confirmed the same Greenhouse subdomain pattern."
lisinskifirm.com,Rippling,high,https://ats.rippling.com/lisinski-law-firm/jobs,"Detected Rippling as primary ATS from official careers page URL pattern (ats.rippling.com). Company also uses Trakstar as alternative platform, but Rippling appears to be the main system based on the primary application link."
audubon.org,Workday,high,https://audubon.wd5.myworkdayjobs.com/Audubon,The National Audubon Society (audubon.org) uses Workday as their ATS system. This is clearly evident from their job portal URL 'audubon.wd5.myworkdayjobs.com/Audubon' which follows Workday's standard URL pattern. The search results confirmed this is their official job application portal for the National Audubon Society.
crain.com,Workday,high,https://wd1.myworkdaysite.com/recruiting/crain/Crain_Careers,Clear Workday ATS identification from URL pattern 'wd1.myworkdaysite.com' in their official careers portal. Workday is a well-known enterprise ATS platform.
haramainsystems.com,JobScore,high,https://careers.jobscore.com/careers/haramainsystemsinc,"Haramain Systems Inc. uses JobScore as their primary ATS. This was confirmed through multiple indicators: 1) The careers page URL follows JobScore's standard pattern (careers.jobscore.com/careers/[company]), 2) The page displays JobScore branding and 'Powered by JobScore' footer, 3) HTML meta tags explicitly identify 'JobScore Applicant Tracking System' as the generator, and 4) Multiple JobScore-specific scripts and stylesheets are loaded. The page shows 3 active job postings with direct application capabilities."
enovix.com,Workday,high,https://enovix.wd12.myworkdayjobs.com/External,Enovix clearly uses Workday as their ATS. The job application portal URL pattern 'enovix.wd12.myworkdayjobs.com/External' is the standard Workday hosting format. This was confirmed by both web search results and their official careers page which directly links to this Workday portal.
kargo.com,Greenhouse,high,https://www.kargo.com/careers,"Clear indication from search results showing ""Careers - Greenhouse | KARGO"" and the careers page structure confirms Greenhouse as the ATS platform used by kargo.com for their job applications."
fingerpaint.com,Jobvite,high,https://jobs.jobvite.com/fingerpaint/job/oZo1vfwD,Fingerpaint Group uses Jobvite as their ATS system. This was clearly evident from their careers page URL structure (jobs.jobvite.com/fingerpaint/jobs) and confirmed through detection of a specific job posting page. The detection tool confirmed Jobvite with high confidence based on HTML pattern matching.
marian.edu,UKG,high,https://marian.rec.pro.ukg.net/MAR1500MNUI/JobBoard/fde73847-46d9-4c8a-924e-a28b5c630bfc/?q=&o=postedDateDesc,"Marian University uses UKG (Ultimate Kronos Group) as their ATS. This is clearly evident from their official job portal URL structure 'marian.rec.pro.ukg.net', which is UKG's standard recruiting platform domain format. The URL was found through their official Human Resources page."
strivepharmacy.com,Greenhouse,high,https://job-boards.greenhouse.io/strivepharmacy/jobs/4721194007,Found multiple active job postings hosted on greenhouse.io domain with URL pattern job-boards.greenhouse.io/strivepharmacy. ATS detection tool confirmed Greenhouse with high confidence from HTML pattern analysis.
fisherinvestments.co.uk,iCIMS,high,https://ukcareers-fishercareers.icims.com/jobs/14449/paraplanner/job,"Fisher Investments uses iCIMS as their ATS system. This was confirmed through multiple indicators: 1) Job application URLs follow the pattern ""ukcareers-fishercareers.icims.com"", 2) The careers portal at fishercareers.com integrates with iCIMS login system at ""jobs-fishercareers.icims.com"", and 3) HTML pattern analysis confirmed iCIMS with high confidence."
bergenbiersa.ro,SuccessFactors,high,https://jobs.molsoncoors.com/Bergenbier/job/Ploiesti-Packaging-Operator-I-PH/1055527001/,"Bergenbier uses Molson Coors' career platform at jobs.molsoncoors.com, which runs on SuccessFactors ATS. Detected through HTML pattern analysis of their job posting pages."
zagrebackapivovara.hr,SuccessFactors,high,https://jobs.molsoncoors.com/ZagrebackaPivovara/?locale=hr_HR,"Zagrebačka pivovara uses SAP SuccessFactors as their ATS. Evidence includes: careers portal hosted on Molson Coors platform with SuccessFactors integration, internal employee portal URL (performancemanager.successfactors.eu), and direct confirmation from page analysis showing SuccessFactors branding and functionality."
optrust.com,Workday,high,https://optrust.wd3.myworkdayjobs.com/OPTrust,"OPTrust clearly uses Workday as their ATS system. The official careers portal URL 'optrust.wd3.myworkdayjobs.com/OPTrust' definitively indicates Workday usage, as 'myworkdayjobs.com' is Workday's standard domain for job application portals. This was confirmed through multiple search results and the official careers page."
horizonservices.com,ApplicantPro,high,https://jobs.horizonservices.com/job/salisbury/hvac-install-helper/45888/83058156768,Analysis of Horizon Services' job application pages revealed they use ApplicantPro as their ATS system. The detection tool found specific references to 'horizonservices.applicantpro.com' application URLs and 'applicantpro.com' image sources embedded in their job postings. Their main careers portal is hosted at jobs.horizonservices.com with individual job postings that redirect to ApplicantPro for the actual application process.
epicspecialeducationstaffing.com,Custom/Gravity Forms,medium,https://epicspecialeducationstaffing.com/apply/,"Epic Special Education Staffing uses a custom application system built with Gravity Forms rather than a traditional third-party ATS. Their main application page at /apply/ uses a multi-step Gravity Forms system for collecting candidate information. While their jobs portal URL contains 'atsuser', the actual application process goes through their custom WordPress/Gravity Forms setup, which handles resume uploads and detailed professional information collection."
squamish.net,ADP Workforce Now,high,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=231d694d-cd50-4fb7-82a6-dd0773e68b38&ccId=9200976969580_2&lang=en_CA&selectedMenuKey=CurrentOpenings,"Found official careers page at squamish.net/careers/ which directly links to ADP Workforce Now portal. The application URL clearly shows ""workforcenow.adp.com"" domain, indicating ADP Workforce Now is their ATS system. Page states ""Applications must be completed online through the job portal."""
sequoiabiotech.com,Greenhouse,high,https://boards.greenhouse.io/sequoiabiotech,Clear evidence from both search results and company careers page. The main careers page at sequoiabiotech.com/careers/ directly links to boards.greenhouse.io/sequoiabiotech for job applications. Multiple URLs confirm Greenhouse usage including job-boards.greenhouse.io/sequoiabiotech.
mdfcommerce.com,ADP Workforce Now,high,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=f50ba621-f524-46f7-99d0-019fe5ebaca6&ccId=19000101_000001&type=MP&lang=en_CA,Found direct application link on careers page leading to ADP Workforce Now recruitment portal (workforcenow.adp.com). The URL clearly indicates ADP Workforce Now as their ATS system.
navitassols.com,JobDiva,high,https://www2.jobdiva.com/portal/?a=49jdnwkx22q74pesekl2cxv3mvwd2001e2owuig29bcyw6i4k7ij89vev6eao57x&compid=0#/,Found clear JobDiva application portal URL (www2.jobdiva.com/portal) on the candidates page. JobDiva is a well-known ATS system and the URL pattern matches their standard implementation.
talan.com,SmartRecruiters,high,https://careers.smartrecruiters.com/talan,Clear evidence from search results showing Talan uses SmartRecruiters ATS platform. The official careers URL 'careers.smartrecruiters.com/talan' directly indicates SmartRecruiters as their hiring platform.
mccann.ca,SilkRoad,high,https://mccanncareers.silkroad.com/,McCann clearly uses SilkRoad as their ATS. This is evident from their official careers portal at mccanncareers.silkroad.com and application links directing to mwrecruiting-openhire.silkroad.com. The URL structure and domain patterns definitively confirm SilkRoad implementation.
pacb.com,Workday,high,https://pacbio.wd12.myworkdayjobs.com/PacBio-,"PacBio clearly uses Workday as their ATS. Their main careers page at pacb.com/careers/ has a ""View jobs"" link that directs to pacbio.wd12.myworkdayjobs.com/PacBio-, which is the standard Workday URL format for job applications."
uwo.ca,PeopleSoft,high,https://recruit.uwo.ca/psc/hrprdwebER/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_SCHJOB_FL&Action=U,"Western University uses Oracle PeopleSoft as their ATS system. This was confirmed through analysis of their recruitment portal at recruit.uwo.ca, which shows distinctive PeopleSoft URL patterns (/psc/hrprdwebER/), file extensions (.GBL), and system-specific HTML elements and scripts. The detection tool found multiple PeopleSoft-specific references including 'PT_' prefixed CSS/JS files and characteristic form structures."
underdogfantasy.com,Greenhouse,high,https://job-boards.greenhouse.io/underdogfantasy,Clear evidence from the URL structure 'job-boards.greenhouse.io/underdogfantasy' indicating Greenhouse ATS usage. The job board is hosted directly on Greenhouse infrastructure and shows 21 active job postings.
rivieradininggroup.com,ADP,high,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=e3cc4d78-a6a4-4670-8ee3-7cbcee878ef0&ccId=19000101_000001&lang=en_US,Career page at rivieradininggroup.com/career contains a direct link to ADP Workforce Now recruitment portal. The URL workforcenow.adp.com clearly indicates ADP as their ATS provider.
controlsystems.net,iCIMS,high,https://careers-controlsystems.icims.com/,"Clear identification from careers page URL structure. The main job application portal uses the URL pattern 'careers-controlsystems.icims.com' which definitively indicates iCIMS ATS. The company also uses CoreHR as a secondary system, but iCIMS appears to be the primary ATS."
enactmi.com,Workday,high,https://gnw.wd1.myworkdayjobs.com/Enact_MI,"Enact Mortgage Insurance uses Workday as their ATS. This is clearly evident from their job portal URL ""https://gnw.wd1.myworkdayjobs.com/Enact_MI"" which follows the standard Workday job application portal structure. The ""myworkdayjobs.com"" domain is definitively associated with Workday ATS systems."
